,Solute,Solvent,Solute SMILES,Solvent SMILES,Temp (K),ln gamma,Source
251,n-Nonane,"2,2,4-trimethylpentane",CCCCCCCCC,CC(C)CC(C)(C)C,298.15,0.181765693,Medina
252,"2,5-dimethylheptane","2,2,4-trimethylpentane",CCC(C)CCC(C)C,CC(C)CC(C)(C)C,298.15,0.009950331,Medina
253,Toluene,"2,2,4-trimethylpentane",Cc1ccccc1,CC(C)CC(C)(C)C,298.15,0.451075619,Medina
254,1-pentene,"2,2,4-trimethylpentane",C=CCCC,CC(C)CC(C)(C)C,298.15,-0.010050336,Medina
255,3-methyl-1-butene,"2,2,4-trimethylpentane",C=CC(C)C,CC(C)CC(C)(C)C,298.15,-0.030459207,Medina
256,"2-methyl-1,3-butadiene","2,2,4-trimethylpentane",C=CC(=C)C,CC(C)CC(C)(C)C,298.15,-0.020202707,Medina
257,Methanol,"2,2,4-trimethylpentane",CO,CC(C)CC(C)(C)C,298.15,4.283586562,Medina
258,Ethanol,"2,2,4-trimethylpentane",CCO,CC(C)CC(C)(C)C,298.15,3.797285328,Medina
259,Ethyl acetate,"2,2,4-trimethylpentane",CCOC(C)=O,CC(C)CC(C)(C)C,298.15,1.118414916,Medina
260,Tetrahydrofuran,"2,2,4-trimethylpentane",C1CCOC1,CC(C)CC(C)(C)C,298.15,0.300104592,Medina
261,"1,4-Dioxane","2,2,4-trimethylpentane",C1COCCO1,CC(C)CC(C)(C)C,298.15,1.266947603,Medina
262,Acetone,"2,2,4-trimethylpentane",CC(C)=O,CC(C)CC(C)(C)C,298.15,1.93441577,Medina
263,2-Butanone,"2,2,4-trimethylpentane",CCC(C)=O,CC(C)CC(C)(C)C,298.15,1.430311247,Medina
264,1-Chloropropane,"2,2,4-trimethylpentane",CCCCl,CC(C)CC(C)(C)C,298.15,0.378436436,Medina
265,Dichloromethane,"2,2,4-trimethylpentane",ClCCl,CC(C)CC(C)(C)C,298.15,0.741937345,Medina
266,Chloroform,"2,2,4-trimethylpentane",ClC(Cl)Cl,CC(C)CC(C)(C)C,298.15,0.405465108,Medina
267,1-bromoethane,"2,2,4-trimethylpentane",CCBr,CC(C)CC(C)(C)C,298.15,0.482426149,Medina
268,Propionitrile,"2,2,4-trimethylpentane",CCC#N,CC(C)CC(C)(C)C,298.15,2.944438979,Medina
269,nitroethane,"2,2,4-trimethylpentane",CC[N+](=O)[O-],CC(C)CC(C)(C)C,298.15,2.890371758,Medina
270,Iodoethane,"2,2,4-trimethylpentane",CCI,CC(C)CC(C)(C)C,298.15,0.615185639,Medina
271,Carbon disulfide,"2,2,4-trimethylpentane",S=C=S,CC(C)CC(C)(C)C,298.15,0.277631737,Medina
272,n-Heptane,"2,3-butanedione",CCCCCCC,CC(=O)C(C)=O,298.15,2.595254707,Medina
273,Cyclopentane,"2,3-dimethylbutane",C1CCCC1,CC(C)C(C)C,298.15,0.029558802,Medina
274,n-Hexane,"2,4-Dimethylsulfolane",CCCCCC,CC1CC(C)S(=O)(=O)C1,298.15,2.564949357,Medina
275,Benzene,"2,4-Dimethylsulfolane",c1ccccc1,CC1CC(C)S(=O)(=O)C1,298.15,0.182321557,Medina
276,n-Pentane,"2,4-pentanedione",CCCCC,CC(=O)CC(C)=O,298.15,1.556037136,Medina
277,1-pentene,"2,4-pentanedione",C=CCCC,CC(=O)CC(C)=O,298.15,1.011600912,Medina
278,n-Heptane,"2,5-hexanedione",CCCCCCC,CC(=O)CCC(C)=O,298.15,2.850706502,Medina
279,n-Heptane,"2,6-dimethylpyridine",CCCCCCC,Cc1cccc(C)n1,298.15,0.91228271,Medina
280,n-Octane,"2,6-dimethylpyridine",CCCCCCCC,Cc1cccc(C)n1,298.15,1.101940079,Medina
281,n-Hexane,2-butanol,CCCCCC,CCC(C)O,298.15,2.024193067,Medina
282,Benzene,2-butanol,c1ccccc1,CCC(C)O,298.15,1.280933845,Medina
283,n-Hexane,2-Butanone,CCCCCC,CCC(C)=O,298.15,1.384935946,Medina
284,Benzene,2-Butanone,c1ccccc1,CCC(C)=O,298.15,0.113328685,Medina
285,n-Pentane,2-butanone,CCCCC,CCC(C)=O,298.15,1.255422357,Medina
286,Cyclohexane,2-butanone,C1CCCCC1,CCC(C)=O,298.15,1.379094473,Medina
287,2-methylpentane,2-butanone,CCCC(C)C,CCC(C)=O,298.15,1.360307180666667,Medina
288,n-Heptane,2-butanone,CCCCCCC,CCC(C)=O,298.15,1.4499487003333331,Medina
289,"2,4-dimethylpentane",2-butanone,CC(C)CC(C)C,CCC(C)=O,298.15,2.995119001333333,Medina
290,methylcyclohexane,2-butanone,CC1CCCCC1,CCC(C)=O,298.15,1.45395301,Medina
291,n-Octane,2-butanone,CCCCCCCC,CCC(C)=O,298.15,1.669488189,Medina
292,"2,3,4-trimethylpentane",2-butanone,CC(C)C(C)C(C)C,CCC(C)=O,298.15,1.519339277333333,Medina
293,"2,5-dimethylhexane",2-butanone,CC(C)CCC(C)C,CCC(C)=O,298.15,1.58514522,Medina
294,ethylcyclohexane,2-butanone,CCC1CCCCC1,CCC(C)=O,298.15,1.5727353473333334,Medina
295,n-Nonane,2-butanone,CCCCCCCCC,CCC(C)=O,298.15,1.8212521843333327,Medina
296,Toluene,2-butanone,Cc1ccccc1,CCC(C)=O,298.15,0.285178942,Medina
297,Ethanol,2-butanone,CCO,CCC(C)=O,298.15,0.858661619,Medina
298,Ethyl acetate,2-butanone,CCOC(C)=O,CCC(C)=O,298.15,0.113328685,Medina
299,"1,4-Dioxane",2-butanone,C1COCCO1,CCC(C)=O,298.15,0.157003749,Medina
300,nitromethane,2-butanone,C[N+](=O)[O-],CCC(C)=O,298.15,0.246860078,Medina
301,triethylamine,2-butanone,CCN(CC)CC,CCC(C)=O,298.15,1.00063188,Medina
302,n-Hexane,2-butoxyethanol,CCCCCC,CCCCOCCO,298.15,1.483874689,Medina
303,Cyclohexane,2-butoxyethanol,C1CCCCC1,CCCCOCCO,298.15,1.08180517,Medina
304,methylcyclopentane,2-butoxyethanol,CC1CCCC1,CCCCOCCO,298.15,1.08180517,Medina
305,n-Heptane,2-butoxyethanol,CCCCCCC,CCCCOCCO,298.15,1.515127233,Medina
306,methylcyclohexane,2-butoxyethanol,CC1CCCCC1,CCCCOCCO,298.15,1.264126727,Medina
307,n-Octane,2-butoxyethanol,CCCCCCCC,CCCCOCCO,298.15,1.675225653,Medina
308,Cyclooctane,2-butoxyethanol,C1CCCCCCC1,CCCCOCCO,298.15,1.444563269,Medina
309,n-Nonane,2-butoxyethanol,CCCCCCCCC,CCCCOCCO,298.15,1.814824742,Medina
310,n-Decane,2-butoxyethanol,CCCCCCCCCC,CCCCOCCO,298.15,2.051556338,Medina
311,n-Undecane,2-butoxyethanol,CCCCCCCCCCC,CCCCOCCO,298.15,2.342766883,Medina
312,Benzene,2-butoxyethanol,c1ccccc1,CCCCOCCO,298.15,0.405465108,Medina
313,Toluene,2-butoxyethanol,Cc1ccccc1,CCCCOCCO,298.15,0.593326845,Medina
314,m-Xylene,2-butoxyethanol,Cc1cccc(C)c1,CCCCOCCO,298.15,0.78845736,Medina
315,p-Xylene,2-butoxyethanol,Cc1ccc(C)cc1,CCCCOCCO,298.15,1.214912744,Medina
316,ethylbenzene,2-butoxyethanol,CCc1ccccc1,CCCCOCCO,298.15,0.774727168,Medina
317,cyclohexene,2-butoxyethanol,C1=CCCCC1,CCCCOCCO,298.15,0.841567186,Medina
318,"1,7-octadiene",2-butoxyethanol,C=CCCCCC=C,CCCCOCCO,298.15,0.832909123,Medina
319,2-chloro-2-methylpropane,2-butoxyethanol,CC(C)(C)Cl,CCCCOCCO,298.15,0.565313809,Medina
320,Chlorobenzene,2-butoxyethanol,Clc1ccccc1,CCCCOCCO,298.15,0.378436436,Medina
321,"1,2-dichlorobenzene",2-butoxyethanol,Clc1ccccc1Cl,CCCCOCCO,298.15,0.641853886,Medina
322,bromobenzene,2-butoxyethanol,Brc1ccccc1,CCCCOCCO,298.15,0.636576829,Medina
323,fluorobenzene,2-butoxyethanol,Fc1ccccc1,CCCCOCCO,298.15,0.254642218,Medina
324,n-Hexane,2-chloroethanol,CCCCCC,OCCCl,298.15,3.761200116,Medina
325,Benzene,2-chloroethanol,c1ccccc1,OCCCl,298.15,1.824549292,Medina
326,Cyclohexane,2-ethoxyethanol,C1CCCCC1,CCOCCO,298.15,1.719188776,Medina
327,n-Pentane,2-heptanone,CCCCC,CCCCCC(C)=O,298.15,0.631271777,Medina
328,n-Hexane,2-heptanone,CCCCCC,CCCCCC(C)=O,298.15,0.792992516,Medina
329,Cyclohexane,2-heptanone,C1CCCCC1,CCCCCC(C)=O,298.15,0.688134639,Medina
330,2-methylpentane,2-heptanone,CCCC(C)C,CCCCCC(C)=O,298.15,0.783901544,Medina
331,n-Heptane,2-heptanone,CCCCCCC,CCCCCC(C)=O,298.15,0.879626748,Medina
332,"2,4-dimethylpentane",2-heptanone,CC(C)CC(C)C,CCCCCC(C)=O,298.15,0.871293366,Medina
333,n-Octane,2-heptanone,CCCCCCCC,CCCCCC(C)=O,298.15,1.00063188,Medina
334,"2,3,4-trimethylpentane",2-heptanone,CC(C)C(C)C(C)C,CCCCCC(C)=O,298.15,0.887891257,Medina
335,"2,5-dimethylhexane",2-heptanone,CC(C)CCC(C)C,CCCCCC(C)=O,298.15,0.951657876,Medina
336,ethylcyclohexane,2-heptanone,CCC1CCCCC1,CCCCCC(C)=O,298.15,0.875468737,Medina
337,n-Nonane,2-heptanone,CCCCCCCCC,CCCCCC(C)=O,298.15,1.128171091,Medina
338,n-Octane,2-hexyne,CCCCCCCC,CC#CCCC,298.15,0.292669614,Medina
339,n-Hexane,2-isopropoxyethanol,CCCCCC,CC(C)OCCO,298.15,1.625311262,Medina
340,Cyclohexane,2-isopropoxyethanol,C1CCCCC1,CC(C)OCCO,298.15,1.373715579,Medina
341,n-Heptane,2-isopropoxyethanol,CCCCCCC,CC(C)OCCO,298.15,1.791759469,Medina
342,n-Octane,2-isopropoxyethanol,CCCCCCCC,CC(C)OCCO,298.15,1.912501087,Medina
343,n-Nonane,2-isopropoxyethanol,CCCCCCCCC,CC(C)OCCO,298.15,2.165619238,Medina
344,Benzene,2-isopropoxyethanol,c1ccccc1,CC(C)OCCO,298.15,0.470003629,Medina
345,m-Xylene,2-isopropoxyethanol,Cc1cccc(C)c1,CC(C)OCCO,298.15,0.90016135,Medina
346,p-Xylene,2-isopropoxyethanol,Cc1ccc(C)cc1,CC(C)OCCO,298.15,0.955511445,Medina
347,o-Xylene,2-isopropoxyethanol,Cc1ccccc1C,CC(C)OCCO,298.15,0.982078472,Medina
348,ethylbenzene,2-isopropoxyethanol,CCc1ccccc1,CC(C)OCCO,298.15,0.985816795,Medina
349,1-heptyne,2-isopropoxyethanol,C#CCCCCC,CC(C)OCCO,298.15,0.802001585,Medina
350,1-octyne,2-isopropoxyethanol,C#CCCCCCC,CC(C)OCCO,298.15,1.095273387,Medina
351,2-Propanol,2-isopropoxyethanol,CC(C)O,CC(C)OCCO,298.15,0.173953307,Medina
352,Butyl Acetate,2-isopropoxyethanol,CCCCOC(C)=O,CC(C)OCCO,298.15,0.993251773,Medina
353,Tetrahydrofuran,2-isopropoxyethanol,C1CCOC1,CC(C)OCCO,298.15,0.009950331,Medina
354,"1,4-Dioxane",2-isopropoxyethanol,C1COCCO1,CC(C)OCCO,298.15,0.231111721,Medina
355,2-Butanone,2-isopropoxyethanol,CCC(C)=O,CC(C)OCCO,298.15,0.392042088,Medina
356,Dichloromethane,2-isopropoxyethanol,ClCCl,CC(C)OCCO,298.15,-0.46203546,Medina
357,"1,2-dichloropropane",2-isopropoxyethanol,CC(Cl)CCl,CC(C)OCCO,298.15,0.418710335,Medina
358,Chlorobenzene,2-isopropoxyethanol,Clc1ccccc1,CC(C)OCCO,298.15,0.482426149,Medina
359,bromobenzene,2-isopropoxyethanol,Brc1ccccc1,CC(C)OCCO,298.15,0.565313809,Medina
360,Acetonitrile,2-isopropoxyethanol,CC#N,CC(C)OCCO,298.15,0.712949808,Medina
361,fluorobenzene,2-isopropoxyethanol,Fc1ccccc1,CC(C)OCCO,298.15,0.285178942,Medina
362,n-Hexane,2-mercaptoethanol,CCCCCC,OCCS,298.15,4.25106337,Medina
363,Cyclohexane,2-mercaptoethanol,C1CCCCC1,OCCS,298.15,3.545586284,Medina
364,methylcyclopentane,2-mercaptoethanol,CC1CCCC1,OCCS,298.15,3.637849283,Medina
365,n-Heptane,2-mercaptoethanol,CCCCCCC,OCCS,298.15,4.513712575,Medina
366,methylcyclohexane,2-mercaptoethanol,CC1CCCCC1,OCCS,298.15,3.891412052,Medina
367,"2,2,4-trimethylpentane",2-mercaptoethanol,CC(C)CC(C)(C)C,OCCS,298.15,4.610754564,Medina
368,Benzene,2-mercaptoethanol,c1ccccc1,OCCS,298.15,1.824549292,Medina
369,Toluene,2-mercaptoethanol,Cc1ccccc1,OCCS,298.15,2.186051277,Medina
370,n-Hexane,2-Methoxyethanol,CCCCCC,COCCO,298.15,2.772588722,Medina
371,Benzene,2-Methoxyethanol,c1ccccc1,COCCO,298.15,1.193922468,Medina
372,Cyclohexane,2-methoxyethanol,C1CCCCC1,COCCO,298.15,2.329871797,Medina
373,n-Hexane,2-methyl-1-propanol,CCCCCC,CC(C)CO,298.15,2.084429083,Medina
374,n-Heptane,2-methyl-1-propanol,CCCCCCC,CC(C)CO,298.15,1.769854634,Medina
375,Benzene,2-methyl-1-propanol,c1ccccc1,CC(C)CO,298.15,1.648658626,Medina
376,Cyclohexane,2-methyl-2-butanol,C1CCCCC1,CCC(C)(C)O,298.15,1.340250423,Medina
377,n-Pentane,2-methyl-2-propanol,CCCCC,CC(C)(C)O,298.15,1.252762968,Medina
378,n-Hexane,2-methyl-2-propanol,CCCCCC,CC(C)(C)O,298.15,1.366000538,Medina
379,Cyclohexane,2-methyl-2-propanol,C1CCCCC1,CC(C)(C)O,298.15,1.30833282,Medina
380,2-methylpentane,2-methyl-2-propanol,CCCC(C)C,CC(C)(C)O,298.15,1.383791231,Medina
381,n-Heptane,2-methyl-2-propanol,CCCCCCC,CC(C)(C)O,298.15,1.564440547,Medina
382,n-Octane,2-methyl-2-propanol,CCCCCCCC,CC(C)(C)O,298.15,1.7422128895000002,Medina
383,"2,3,4-trimethylpentane",2-methyl-2-propanol,CC(C)C(C)C(C)C,CC(C)(C)O,298.15,1.574846468,Medina
384,ethylcyclohexane,2-methyl-2-propanol,CCC1CCCCC1,CC(C)(C)O,298.15,1.635105659,Medina
385,n-Nonane,2-methyl-2-propanol,CCCCCCCCC,CC(C)(C)O,298.15,1.960094784,Medina
386,Benzene,2-methyl-2-propanol,c1ccccc1,CC(C)(C)O,298.15,1.560247668,Medina
387,Toluene,2-methyl-2-propanol,Cc1ccccc1,CC(C)(C)O,298.15,1.396244692,Medina
388,2-methyl-2-butene,2-methyl-2-propanol,CC=C(C)C,CC(C)(C)O,298.15,0.438254931,Medina
389,Ethanol,2-methyl-2-propanol,CCO,CC(C)(C)O,298.15,-0.415515444,Medina
390,"1,4-Dioxane",2-methyl-2-propanol,C1COCCO1,CC(C)(C)O,298.15,0.494696242,Medina
391,2-Butanone,2-methyl-2-propanol,CCC(C)=O,CC(C)(C)O,298.15,0.506817602,Medina
392,triethylamine,2-methyl-2-propanol,CCN(CC)CC,CC(C)(C)O,298.15,0.58221562,Medina
393,n-Hexane,2-Methylenepentanedinitrile,CCCCCC,C=C(C#N)CCC#N,298.15,3.663561646,Medina
394,Cyclohexane,2-Methylenepentanedinitrile,C1CCCCC1,C=C(C#N)CCC#N,298.15,3.117949906,Medina
395,Benzene,2-Methylenepentanedinitrile,c1ccccc1,C=C(C#N)CCC#N,298.15,0.947789399,Medina
396,2-methyl-2-butene,2-Methylenepentanedinitrile,CC=C(C)C,C=C(C#N)CCC#N,298.15,2.424802726,Medina
397,"2-methyl-1,3-butadiene",2-Methylenepentanedinitrile,C=CC(=C)C,C=C(C#N)CCC#N,298.15,1.757857918,Medina
398,n-Pentane,2-methylpentanedinitrile,CCCCC,CC(C#N)CCC#N,298.15,3.27336401,Medina
399,2-methylbutane,2-methylpentanedinitrile,CCC(C)C,CC(C#N)CCC#N,298.15,3.288401888,Medina
400,n-Hexane,2-methylpentanedinitrile,CCCCCC,CC(C#N)CCC#N,298.15,3.63758616,Medina
401,Cyclohexane,2-methylpentanedinitrile,C1CCCCC1,CC(C#N)CCC#N,298.15,3.000719815,Medina
402,Benzene,2-methylpentanedinitrile,c1ccccc1,CC(C#N)CCC#N,298.15,0.783901544,Medina
403,2-methyl-2-butene,2-methylpentanedinitrile,CC=C(C)C,CC(C#N)CCC#N,298.15,2.298577072,Medina
404,"2-methyl-1,3-butadiene",2-methylpentanedinitrile,C=CC(=C)C,CC(C#N)CCC#N,298.15,1.576914721,Medina
405,n-Hexane,2-Methylsulfolane,CCCCCC,CC1CCCS1(=O)=O,298.15,2.890371758,Medina
406,Benzene,2-Methylsulfolane,c1ccccc1,CC1CCCS1(=O)=O,298.15,0.405465108,Medina
407,n-Pentane,2-nitropropane,CCCCC,CC(C)[N+](=O)[O-],298.15,1.840549633,Medina
408,n-Hexane,2-nitropropane,CCCCCC,CC(C)[N+](=O)[O-],298.15,1.981001469,Medina
409,Cyclohexane,2-nitropropane,C1CCCCC1,CC(C)[N+](=O)[O-],298.15,1.675225653,Medina
410,n-Heptane,2-nitropropane,CCCCCCC,CC(C)[N+](=O)[O-],298.15,2.138889,Medina
411,methylcyclohexane,2-nitropropane,CC1CCCCC1,CC(C)[N+](=O)[O-],298.15,1.887069649,Medina
412,1-pentene,2-nitropropane,C=CCCC,CC(C)[N+](=O)[O-],298.15,1.278152203,Medina
413,3-methyl-1-butene,2-nitropropane,C=CC(C)C,CC(C)[N+](=O)[O-],298.15,1.205970807,Medina
414,"2-methyl-1,3-butadiene",2-nitropropane,C=CC(=C)C,CC(C)[N+](=O)[O-],298.15,0.727548607,Medina
415,Methanol,2-nitropropane,CO,CC(C)[N+](=O)[O-],298.15,2.086913557,Medina
416,Ethanol,2-nitropropane,CCO,CC(C)[N+](=O)[O-],298.15,2.094330154,Medina
417,1-Chloropropane,2-nitropropane,CCCCl,CC(C)[N+](=O)[O-],298.15,0.488580015,Medina
418,Dichloromethane,2-nitropropane,ClCCl,CC(C)[N+](=O)[O-],298.15,-0.094310679,Medina
419,Chloroform,2-nitropropane,ClC(Cl)Cl,CC(C)[N+](=O)[O-],298.15,-0.127833372,Medina
420,Tetrachloromethane,2-nitropropane,ClC(Cl)(Cl)Cl,CC(C)[N+](=O)[O-],298.15,0.862889955,Medina
421,1-bromoethane,2-nitropropane,CCBr,CC(C)[N+](=O)[O-],298.15,0.418710335,Medina
422,Iodoethane,2-nitropropane,CCI,CC(C)[N+](=O)[O-],298.15,0.783901544,Medina
423,Carbon disulfide,2-nitropropane,S=C=S,CC(C)[N+](=O)[O-],298.15,1.371180723,Medina
424,n-Pentane,2-pentanone,CCCCC,CCCC(C)=O,298.15,0.947789399,Medina
425,n-Hexane,2-pentanone,CCCCCC,CCCC(C)=O,298.15,1.101940079,Medina
426,Cyclohexane,2-pentanone,C1CCCCC1,CCCC(C)=O,298.15,1.026041596,Medina
427,2-methylpentane,2-pentanone,CCCC(C)C,CCCC(C)=O,298.15,1.08180517,Medina
428,n-Heptane,2-pentanone,CCCCCCC,CCCC(C)=O,298.15,1.202972304,Medina
429,"2,4-dimethylpentane",2-pentanone,CC(C)CC(C)C,CCCC(C)=O,298.15,1.166270937,Medina
430,n-Octane,2-pentanone,CCCCCCCC,CCCC(C)=O,298.15,1.30833282,Medina
431,"2,3,4-trimethylpentane",2-pentanone,CC(C)C(C)C(C)C,CCCC(C)=O,298.15,1.190887565,Medina
432,"2,5-dimethylhexane",2-pentanone,CC(C)CCC(C)C,CCCC(C)=O,298.15,1.252762968,Medina
433,ethylcyclohexane,2-pentanone,CCC1CCCCC1,CCCC(C)=O,298.15,1.220829921,Medina
434,n-Nonane,2-pentanone,CCCCCCCCC,CCCC(C)=O,298.15,1.456286733,Medina
435,n-Pentane,2-propanol,CCCCC,CC(C)O,298.15,1.610009558,Medina
436,n-Hexane,2-propanol,CCCCCC,CC(C)O,298.15,1.876406943,Medina
437,Cyclohexane,2-propanol,C1CCCCC1,CC(C)O,298.15,1.5962862693333335,Medina
438,2-methylpentane,2-propanol,CCCC(C)C,CC(C)O,298.15,1.8463096913333328,Medina
439,n-Heptane,2-propanol,CCCCCCC,CC(C)O,298.15,2.038267917,Medina
440,"2,4-dimethylpentane",2-propanol,CC(C)CC(C)C,CC(C)O,298.15,2.005525859,Medina
441,n-Octane,2-propanol,CCCCCCCC,CC(C)O,298.15,2.235809077,Medina
442,"2,2,4-trimethylpentane",2-propanol,CC(C)CC(C)(C)C,CC(C)O,298.15,2.014903021,Medina
443,"2,3,4-trimethylpentane",2-propanol,CC(C)C(C)C(C)C,CC(C)O,298.15,2.06973305,Medina
444,"2,5-dimethylhexane",2-propanol,CC(C)CCC(C)C,CC(C)O,298.15,2.1690537,Medina
445,ethylcyclohexane,2-propanol,CCC1CCCCC1,CC(C)O,298.15,2.093080758,Medina
446,n-Nonane,2-propanol,CCCCCCCCC,CC(C)O,298.15,2.3847789536666664,Medina
447,"2,5-dimethylheptane",2-propanol,CCC(C)CCC(C)C,CC(C)O,298.15,2.091864062,Medina
448,Benzene,2-propanol,c1ccccc1,CC(C)O,298.15,1.559059017,Medina
449,Toluene,2-propanol,Cc1ccccc1,CC(C)O,298.15,1.714937769,Medina
450,m-Xylene,2-propanol,Cc1cccc(C)c1,CC(C)O,298.15,2.649714624,Medina
451,p-Xylene,2-propanol,Cc1ccc(C)cc1,CC(C)O,298.15,1.91102289,Medina
452,o-Xylene,2-propanol,Cc1ccccc1C,CC(C)O,298.15,2.311544834,Medina
453,Ethanol,2-propanol,CCO,CC(C)O,298.15,-0.127833372,Medina
454,"1,4-Dioxane",2-propanol,C1COCCO1,CC(C)O,298.15,1.101940079,Medina
455,2-Butanone,2-propanol,CCC(C)=O,CC(C)O,298.15,0.887891257,Medina
456,n-Hexane,2-propoxyethanol,CCCCCC,CCCOCCO,298.15,1.631199404,Medina
457,Cyclohexane,2-propoxyethanol,C1CCCCC1,CCCOCCO,298.15,1.348073148,Medina
458,methylcyclopentane,2-propoxyethanol,CC1CCCC1,CCCOCCO,298.15,1.515127233,Medina
459,n-Heptane,2-propoxyethanol,CCCCCCC,CCCOCCO,298.15,1.811562097,Medina
460,n-Nonane,2-propoxyethanol,CCCCCCCCC,CCCOCCO,298.15,2.155244505,Medina
461,Benzene,2-propoxyethanol,c1ccccc1,CCCOCCO,298.15,0.482426149,Medina
462,Toluene,2-propoxyethanol,Cc1ccccc1,CCCOCCO,298.15,0.708035793,Medina
463,m-Xylene,2-propoxyethanol,Cc1cccc(C)c1,CCCOCCO,298.15,0.996948635,Medina
464,p-Xylene,2-propoxyethanol,Cc1ccc(C)cc1,CCCOCCO,298.15,0.947789399,Medina
465,o-Xylene,2-propoxyethanol,Cc1ccccc1C,CCCOCCO,298.15,0.924258902,Medina
466,ethylbenzene,2-propoxyethanol,CCc1ccccc1,CCCOCCO,298.15,0.940007258,Medina
467,"1,7-octadiene",2-propoxyethanol,C=CCCCCC=C,CCCOCCO,298.15,1.247032294,Medina
468,1-heptyne,2-propoxyethanol,C#CCCCCC,CCCOCCO,298.15,0.810930216,Medina
469,2-Propanol,2-propoxyethanol,CC(C)O,CCCOCCO,298.15,0.385262401,Medina
470,Tetrahydrofuran,2-propoxyethanol,C1CCOC1,CCCOCCO,298.15,0.029558802,Medina
471,"1,4-Dioxane",2-propoxyethanol,C1COCCO1,CCCOCCO,298.15,0.418710335,Medina
472,2-Butanone,2-propoxyethanol,CCC(C)=O,CCCOCCO,298.15,0.425267735,Medina
473,Dichloromethane,2-propoxyethanol,ClCCl,CCCOCCO,298.15,-0.356674944,Medina
474,"1,2-dichloropropane",2-propoxyethanol,CC(Cl)CCl,CCCOCCO,298.15,0.378436436,Medina
475,Chlorobenzene,2-propoxyethanol,Clc1ccccc1,CCCOCCO,298.15,0.476234179,Medina
476,bromobenzene,2-propoxyethanol,Brc1ccccc1,CCCOCCO,298.15,0.58221562,Medina
477,Acetonitrile,2-propoxyethanol,CC#N,CCCOCCO,298.15,0.779324877,Medina
478,fluorobenzene,2-propoxyethanol,Fc1ccccc1,CCCOCCO,298.15,0.343589704,Medina
479,n-Hexane,"3,5-dimethylpyridine",CCCCCC,Cc1cncc(C)c1,298.15,0.570979547,Medina
480,n-Heptane,"3,5-dimethylpyridine",CCCCCCC,Cc1cncc(C)c1,298.15,1.105256831,Medina
481,n-Octane,"3,5-dimethylpyridine",CCCCCCCC,Cc1cncc(C)c1,298.15,1.371180723,Medina
482,n-Octane,3-hexyne,CCCCCCCC,CCC#CCC,298.15,0.350656872,Medina
483,n-Pentane,3-methyl-1-butanol,CCCCC,CC(C)CCO,298.15,0.541935416,Medina
484,n-Hexane,3-methyl-1-butanol,CCCCCC,CC(C)CCO,298.15,1.389748031,Medina
485,Cyclohexane,3-methyl-1-butanol,C1CCCCC1,CC(C)CCO,298.15,1.10856262,Medina
486,2-methylpentane,3-methyl-1-butanol,CCCC(C)C,CC(C)CCO,298.15,1.247032294,Medina
487,n-Heptane,3-methyl-1-butanol,CCCCCCC,CC(C)CCO,298.15,1.442201993,Medina
488,"2,4-dimethylpentane",3-methyl-1-butanol,CC(C)CC(C)C,CC(C)CCO,298.15,1.386294361,Medina
489,n-Octane,3-methyl-1-butanol,CCCCCCCC,CC(C)CCO,298.15,1.591022926,Medina
490,"2,3,4-trimethylpentane",3-methyl-1-butanol,CC(C)C(C)C(C)C,CC(C)CCO,298.15,1.472472057,Medina
491,n-Nonane,3-methyl-1-butanol,CCCCCCCCC,CC(C)CCO,298.15,1.840549633,Medina
492,"2,5-dimethylheptane",3-methyl-1-butanol,CCC(C)CCC(C)C,CC(C)CCO,298.15,1.523880024,Medina
493,Toluene,3-methyl-1-butanol,Cc1ccccc1,CC(C)CCO,298.15,1.091923301,Medina
494,Ethanol,3-methyl-1-butanol,CCO,CC(C)CCO,298.15,-0.127833372,Medina
495,"1,4-Dioxane",3-methyl-1-butanol,C1COCCO1,CC(C)CCO,298.15,0.741937345,Medina
496,2-Butanone,3-methyl-1-butanol,CCC(C)=O,CC(C)CCO,298.15,0.604315967,Medina
497,triethylamine,3-methyl-1-butanol,CCN(CC)CC,CC(C)CCO,298.15,-0.415515444,Medina
498,n-Hexane,3-methylsulfolane,CCCCCC,CC1CCS(=O)(=O)C1,298.15,3.391147046,Medina
499,Cyclohexane,3-methylsulfolane,C1CCCCC1,CC1CCS(=O)(=O)C1,298.15,2.827313622,Medina
500,methylcyclopentane,3-methylsulfolane,CC1CCCC1,CC1CCS(=O)(=O)C1,298.15,2.844327819,Medina
501,n-Heptane,3-methylsulfolane,CCCCCCC,CC1CCS(=O)(=O)C1,298.15,3.673511977,Medina
502,methylcyclohexane,3-methylsulfolane,CC1CCCCC1,CC1CCS(=O)(=O)C1,298.15,3.113070766,Medina
503,"2,2,4-trimethylpentane",3-methylsulfolane,CC(C)CC(C)(C)C,CC1CCS(=O)(=O)C1,298.15,3.737431495,Medina
504,Benzene,3-methylsulfolane,c1ccccc1,CC1CCS(=O)(=O)C1,298.15,0.530628251,Medina
505,Toluene,3-methylsulfolane,Cc1ccccc1,CC1CCS(=O)(=O)C1,298.15,0.832909123,Medina
506,n-Pentane,3-pentanone,CCCCC,CCC(=O)CC,298.15,0.940007258,Medina
507,1-pentene,3-pentanone,C=CCCC,CCC(=O)CC,298.15,0.58221562,Medina
508,n-Hexane,4-hydroxy-4-methyl-2-pentanone,CCCCCC,CC(=O)CC(C)(C)O,298.15,2.042518188,Medina
